,date,day,domain,month,source_id,source_name,title,urlToImage,year
11,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,"WATCH: Biden and Trump speak on climate change, fracking",https://s.abcnews.com/images/Politics/201022_abcnl_debate_climate_change_hpMain_16x9_992.jpg,2020.0
12,2020-10-24,24.0,abcnews.go.com,10.0,abc-news,ABC News,"Trump to vote in Fla., hold 3 rallies; Biden focuses on Pa.",https://s.abcnews.com/images/Politics/WireAP_746a013dccc04972b3805a35be3bbf87_16x9_992.jpg,2020.0
13,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,Trump and Pence defy pandemic for political gain,https://s.abcnews.com/images/Politics/president-trump-rally-04-ap-jef-201026_1603735580974_hpMain_16x9_992.jpg,2020.0
14,2020-10-25,25.0,abcnews.go.com,10.0,abc-news,ABC News,"Trump, Biden favorability unchanged as 2020 race heads into final week: POLL",https://s.abcnews.com/images/International/trump-nc-rt-rc-201024_1603562753966_hpMain_16x9_992.jpg,2020.0
15,2020-10-28,28.0,abcnews.go.com,10.0,abc-news,ABC News,"Black men's votes courted, as some search for political home",https://s.abcnews.com/images/Nightline/201027_ntl_politics_1239_hpMain_16x9_992.jpg,2020.0
16,2020-10-28,28.0,abcnews.go.com,10.0,abc-news,ABC News,Trump to appeal to Nevada voters from neighboring Arizona,https://s.abcnews.com/images/Politics/WireAP_dc138608d43a47848f2881927af956b5_16x9_992.jpg,2020.0
17,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,Kushner says Black people must 'want to be successful',https://s.abcnews.com/images/Politics/WireAP_56e23eecae8f47cea9bcc524b04e8e2e_16x9_992.jpg,2020.0
18,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Biden and Trump address health care for American families,https://s.abcnews.com/images/Politics/201022_abcnl_debate_healthcare_hpMain_16x9_992.jpg,2020.0
19,2020-10-28,28.0,abcnews.go.com,10.0,abc-news,ABC News,Man arrested at Trump rally with South Dakota's Noem,https://s.abcnews.com/images/US/200907_vod_notified_hpMain_16x9_992.jpg,2020.0
20,2020-10-22,22.0,abcnews.go.com,10.0,abc-news,ABC News,A debate question for Trump: Keep interrupting or let Biden talk?,https://s.abcnews.com/images/Politics/trump-debate-1-gty-ps-200929_1601429206441_hpMain_16x9_992.jpg,2020.0
21,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,"Senior citizens, key to Trump's 2016 victory, now far from a sure group for president",https://s.abcnews.com/images/US/ht_tommoran_le_201022_1603418169616_hpMain_16x9_992.jpg,2020.0
22,2020-10-28,28.0,abcnews.go.com,10.0,abc-news,ABC News,"'Anonymous,' author of White House tell-all book, revealed to be Miles Taylor",https://s.abcnews.com/images/Politics/miles-taylor-1-gma-rc-200818_hpMain_16x9_992.jpg,2020.0
23,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,"Under Trump, US no longer leads world on refugee protections",https://s.abcnews.com/images/Politics/WireAP_24cd178bca0743d88c73c12f1ef316e1_16x9_992.jpg,2020.0
24,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Did Trump do enough to beat Biden?,https://s.abcnews.com/images/Politics/201022_abcnl_debate_leadership_hpMain_16x9_992.jpg,2020.0
25,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Biden and Trump discuss their views on immigration policy,https://s.abcnews.com/images/Politics/201022_abcnl_debate_immigratiin_hpMain_16x9_992.jpg,2020.0
26,2020-10-27,27.0,abcnews.go.com,10.0,abc-news,ABC News,"DOJ no substitute for Trump in defamation case, judge says",https://s.abcnews.com/images/Politics/carroll-ap-er-201021_1603306674062_hpMain_16x9_992.jpg,2020.0
27,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Key moments from final presidential debate,https://s.abcnews.com/images/Politics/201022_abcnl_debate_leadership_hpMain_16x9_992.jpg,2020.0
28,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Biden and Trump share what they would tell opposing voters during inaugural address,https://s.abcnews.com/images/Politics/201022_abcnl_debate_leadership_hpMain_16x9_992.jpg,2020.0
29,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Biden and Trump address national security threat of foreign influence during election,https://s.abcnews.com/images/Politics/201022_abcnl_debate_foreign_policy_hpMain_16x9_992.jpg,2020.0
30,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Trump shares how he will lead the country through COVID-19 if reelected,https://s.abcnews.com/images/Politics/201022_abcnl_debate_covid_q1_hpMain_16x9_992.jpg,2020.0
31,2020-10-22,22.0,abcnews.go.com,10.0,abc-news,ABC News,US officials link Iran to emails meant to intimidate voters,https://s.abcnews.com/images/Politics/WireAP_23da2a49f5f647ffbaa3a92a937a6275_16x9_992.jpg,2020.0
32,2020-10-23,23.0,abcnews.go.com,10.0,abc-news,ABC News,'He shot himself in the foot': Seniors repelled by Trump’s pandemic response,https://s.abcnews.com/images/Politics/donald-trump-senior-citizens-01-gty-llr-201022_1603402203166_hpMain_16x9_992.jpg,2020.0
33,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,2020 Watch: Is Biden remaking the Democratic coalition?,https://s.abcnews.com/images/Politics/WireAP_c81e20e6316748d6a1aaf32d3a6ba41d_16x9_992.jpg,2020.0
34,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,GOP US Senate candidate Jason Lewis rushed into surgery,https://s.abcnews.com/images/Politics/WireAP_60b5e4f3d4e14542b40b15bcc0469efb_16x9_992.jpg,2020.0
35,2020-10-29,29.0,abcnews.go.com,10.0,abc-news,ABC News,Wisconsin GOP says hackers stole $2.3 million intended for Trump reelection effort,https://s.abcnews.com/images/Politics/trump-wisconsin-ap-jt-201029_1603994564718_hpMain_16x9_992.jpg,2020.0
36,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,The Note: Biden plays on expanded map as Trump tends to base,https://s.abcnews.com/images/US/biden-pa-5-ap-rc-201024_1603557570050_hpMain_16x9_992.jpg,2020.0
37,2020-10-27,27.0,abcnews.go.com,10.0,abc-news,ABC News,Key Senate races that could tilt the balance of power,https://s.abcnews.com/images/Politics/senate-gty-er-201026_1603752273488_hpMain_16x9_992.jpg,2020.0
38,2020-10-25,25.0,abcnews.go.com,10.0,abc-news,ABC News,"After tight 2016 race, Pennsylvania poised to be linchpin to election win",https://s.abcnews.com/images/Politics/election-the-win-pennsylvania-01-ap-llr-201124_1603563840912_hpMain_16x9_992.jpg,2020.0
39,2020-10-28,28.0,abcnews.go.com,10.0,abc-news,ABC News,Growing area with rural roots a window into swing state Ohio,https://s.abcnews.com/images/US/200907_vod_notified_hpMain_16x9_992.jpg,2020.0
40,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,Sen. Kamala Harris calls Trump's attacks on her 'childish',https://s.abcnews.com/images/theview/harris-cleveland-01-ap-iwb-201026_1603724038749_hpMain_16x9_992.jpg,2020.0
41,2020-10-22,22.0,abcnews.go.com,10.0,abc-news,ABC News,WATCH: Will we know the winner on election night? | FiveThirtyEight,https://s.abcnews.com/images/fivethirtyeight/201022_538_forecatstupdate_hpMain_16x9_992.jpg,2020.0
42,2020-10-22,22.0,abcnews.go.com,10.0,abc-news,ABC News,"Russia continues to spread coronavirus conspiracies, intel bulletin warns",https://s.abcnews.com/images/Politics/russia-covid-misinformation-putin-01-gty-llr-201021_1603314053586_hpMain_16x9_992.jpg,2020.0
43,2020-10-28,28.0,abcnews.go.com,10.0,abc-news,ABC News,Pennsylvania county will evaluate discarded military ballots,https://s.abcnews.com/images/GMA/201028_gma_bruce1_hpMain_16x9_992.jpg,2020.0
44,2020-10-25,25.0,abcnews.go.com,10.0,abc-news,ABC News,Top aide to Mike Pence tests positive for COVID-19,https://s.abcnews.com/images/Politics/mike-pence_hpMain_20201024-213634_16x9_992.jpg,2020.0
45,2020-10-28,28.0,abcnews.go.com,10.0,abc-news,ABC News,The Latest: Biden gets COVID-19 briefing from health experts,https://s.abcnews.com/images/Politics/WireAP_e7d4b92877044315b68f292d3d5584f5_16x9_992.jpg,2020.0
46,2020-10-22,22.0,abcnews.go.com,10.0,abc-news,ABC News,The Note: Foreign meddling becomes real on eve of final debate,https://s.abcnews.com/images/Politics/note-first-debate-02-rt-llr-201021_1603324979077_hpMain_16x9_992.jpg,2020.0
47,2020-10-25,25.0,abcnews.go.com,10.0,abc-news,ABC News,Senate votes to advance Barrett; confirmation expected Mon,https://s.abcnews.com/images/Politics/WireAP_f9ad2a409971488aa64b52c33ae4578d_16x9_992.jpg,2020.0
48,2020-10-22,22.0,abcnews.go.com,10.0,abc-news,ABC News,Goldman Sachs subsidiary pleads guilty to role in $2.6B embezzlement in Malaysia,https://s.abcnews.com/images/International/goldman-gty-er-201022_1603383160686_hpMain_16x9_992.jpg,2020.0
49,2020-10-26,26.0,abcnews.go.com,10.0,abc-news,ABC News,Grassoots volunteers rally voters in swing-state of Ohio,https://s.abcnews.com/images/US/200907_vod_notified_hpMain_16x9_992.jpg,2020.0
50,2020-10-25,25.0,apnews.com,10.0,associated-press,Associated Press,"Pompeo, Esper to push Trump's anti-China message in India - The Associated Press",https://storage.googleapis.com/afs-prod/media/60b2257ba300481e92281649f855868b/3000.jpeg,2020.0
51,2020-10-29,29.0,apnews.com,10.0,associated-press,Associated Press,"In Mississippi, Love In The Time Of Coronavirus",https://storage.googleapis.com/afs-prod/media/557f492e1a9d4469b302d95fcbef2b30/3000.jpeg,2020.0
52,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,"FEDS: Russian hackers targeting state, local networks...",https://storage.googleapis.com/afs-prod/media/2c654c4e97be4bcea1189e42d6d029e5/3000.jpeg,2020.0
53,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,Russia has stolen US voter data...,https://storage.googleapis.com/afs-prod/media/23da2a49f5f647ffbaa3a92a937a6275/3000.jpeg,2020.0
54,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,TRUMP'S LAST DEBATE,https://storage.googleapis.com/afs-prod/media/d5e2d26982744891812baf02b40edf10/3000.jpeg,2020.0
55,2020-10-23,23.0,apnews.com,10.0,associated-press,Associated Press,"Trump, Biden lawyer up, brace for White House legal battle...",https://storage.googleapis.com/afs-prod/media/8161b72924bf45a086aa2fd2998626ca/3000.jpeg,2020.0
56,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,Deaths rising again in USA...,https://storage.googleapis.com/afs-prod/media/f3afb980416448cc941fcd99f4e912c6/2700.jpeg,2020.0
57,2020-10-27,27.0,apnews.com,10.0,associated-press,Associated Press,PLANS VICTORY PARTY AT HOTEL...,https://storage.googleapis.com/afs-prod/media/421a469899a846259fb42aa7db9c72eb/3000.jpeg,2020.0
58,2020-10-29,29.0,apnews.com,10.0,associated-press,Associated Press,Wisconsin Republican Party says 'hackers' stole $2.3 million...,https://storage.googleapis.com/afs-prod/media/7845cf285dc54d9eb73cfc727d2d81df/3000.jpeg,2020.0
59,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,Road to 270: Best path...,https://storage.googleapis.com/afs-prod/media/92b28b7a6dc648e28fe2f73e303157a8/3000.jpeg,2020.0
60,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,Face to face: Candidates meet for final debate...,https://storage.googleapis.com/afs-prod/media/9acd0561bbac4fc2b7863720edba65a8/3000.jpeg,2020.0
61,2020-10-24,24.0,apnews.com,10.0,associated-press,Associated Press,63M Tune in For Final Debate; Down From 2016...,https://storage.googleapis.com/afs-prod/media/e6841cc1f3f646468133c33ea1c0711f/3000.jpeg,2020.0
62,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,Some world leaders have big stake in US election...,https://storage.googleapis.com/afs-prod/media/cb1ccb8b9dde43d49097817602a8b26f/3000.jpeg,2020.0
63,2020-10-29,29.0,apnews.com,10.0,associated-press,Associated Press,Candidates to appeal to last-minute voters in Florida...,https://storage.googleapis.com/afs-prod/media/69f3d6e0b61041ab96ae6c9011e4686f/3000.jpeg,2020.0
64,2020-10-29,29.0,apnews.com,10.0,associated-press,Associated Press,Donald paints apocalyptic portrait of life under Biden...,https://storage.googleapis.com/afs-prod/media/144816de7df542cfa3f8d3d2415751c2/3000.jpeg,2020.0
65,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,Mute buttons and plexiglass: Inside the final showdown...,https://storage.googleapis.com/afs-prod/media/fe25c38ed1764690ac49dae94fb674a8/3000.jpeg,2020.0
66,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,Focus on battlegrounds in 11th-hour pitch...,https://storage.googleapis.com/afs-prod/media/08cc974d84814776b2a4fc37785d9254/3000.jpeg,2020.0
67,2020-10-24,24.0,apnews.com,10.0,associated-press,Associated Press,The Needle goes away as probability experts assess race...,https://storage.googleapis.com/afs-prod/media/53a5e751acca4a0cbe3fd1eea3a2d13c/3000.jpeg,2020.0
68,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,MN Republican Senate candidate rushed into emergency surgery...,https://storage.googleapis.com/afs-prod/media/60b5e4f3d4e14542b40b15bcc0469efb/3000.jpeg,2020.0
69,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,Fear of more economic pain ahead...,https://storage.googleapis.com/afs-prod/media/4e5d86950f984a659826706bc045c9f2/3000.jpeg,2020.0
70,2020-10-25,25.0,apnews.com,10.0,associated-press,Associated Press,MEADOWS: We're Not Going to Control It...,https://storage.googleapis.com/afs-prod/media/bfa46ffdbc024cac9026211e76934112/3000.jpeg,2020.0
71,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,USA to get 9th justice with Dems powerless to block Barrett...,https://storage.googleapis.com/afs-prod/media/394ca7bec41e4147976c5d8eae1c8699/3000.jpeg,2020.0
72,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,PUTIN: Russia-China military alliance can't be ruled out...,https://storage.googleapis.com/afs-prod/media/260f8c3795944b58b0c8b1972605c397/3000.jpeg,2020.0
73,2020-10-29,29.0,apnews.com,10.0,associated-press,Associated Press,Grave missteps seen in US virus response...,https://storage.googleapis.com/afs-prod/media/b8f5da0e66b441688218e35c765440f0/2816.jpeg,2020.0
74,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,"Tom Cotton campaigning hard, just not for reelection...",https://storage.googleapis.com/afs-prod/media/5d999564c11c4214af03853fe9dbacf5/3000.jpeg,2020.0
75,2020-10-25,25.0,apnews.com,10.0,associated-press,Associated Press,Health experts question Pence campaigning as 'essential work'...,https://storage.googleapis.com/afs-prod/media/cd0c5623830f42ea9754f43901c8c4b0/3000.jpeg,2020.0
76,2020-10-29,29.0,apnews.com,10.0,associated-press,Associated Press,Attendees at rally in NC test positive...,https://storage.googleapis.com/afs-prod/media/226b06ebc9d84ed3ae39b048f3713c03/3000.jpeg,2020.0
77,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,Pandemic hits home in West Virginia mountains...,https://storage.googleapis.com/afs-prod/media/168b7ab028834dd18ccec722cb53a169/3000.jpeg,2020.0
78,2020-10-28,28.0,apnews.com,10.0,associated-press,Associated Press,Satellite photos show construction at Iran nuke site...,https://storage.googleapis.com/afs-prod/media/105417692664499f998f3f7ab98d85fa/3000.jpeg,2020.0
79,2020-10-28,28.0,apnews.com,10.0,associated-press,Associated Press,Hurricane warning for New Orleans as Zeta swirls...,https://storage.googleapis.com/afs-prod/media/50c5cdc4a73844779e1cfbe08abd2d87/2000.jpeg,2020.0
80,2020-10-23,23.0,apnews.com,10.0,associated-press,Associated Press,Sign ninjas busy at night...,https://storage.googleapis.com/afs-prod/media/8f41c69266d44cc4b6c8ad4193c1bac1/3000.jpeg,2020.0
81,2020-10-23,23.0,apnews.com,10.0,associated-press,Associated Press,AP FACT CHECK: Falsehoods and fumbles in Trump-Biden debate - Associated Press,https://storage.googleapis.com/afs-prod/media/53265e4769d44218a9e39d862dc9027d/3000.jpeg,2020.0
82,2020-10-23,23.0,apnews.com,10.0,associated-press,Associated Press,"China hopes for change if Biden wins, but little likely - The Associated Press",https://storage.googleapis.com/afs-prod/media/9a0a8de5a49b4f0e8739a09b212476e2/3000.jpeg,2020.0
83,2020-10-23,23.0,apnews.com,10.0,associated-press,Associated Press,"Trump, Biden frame closing appeals for sprint to election - Associated Press",https://storage.googleapis.com/afs-prod/media/d21785ebc05842afb33789cf6020618d/3000.jpeg,2020.0
84,2020-10-24,24.0,apnews.com,10.0,associated-press,Associated Press,Reid says Biden should end Senate filibuster after 3 weeks - The Associated Press,https://storage.googleapis.com/afs-prod/media/be1eaa28abfd495380288240b51a125b/3000.jpeg,2020.0
85,2020-10-24,24.0,apnews.com,10.0,associated-press,Associated Press,Ethiopia blasts Trump remark that Egypt will 'blow up' dam - The Associated Press,https://storage.googleapis.com/afs-prod/media/f1dd46e1c62f4611863af59e95d4d59e/3000.jpeg,2020.0
86,2020-10-23,23.0,apnews.com,10.0,associated-press,Associated Press,Trump campaign sues in Nevada to stop Vegas-area vote count - The Associated Press,https://storage.googleapis.com/afs-prod/media/b89f4d23e8b94a1e9d0d1a1e1aa0a9c0/3000.jpeg,2020.0
87,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,AP FACT CHECK: Trump and his oh-so-familiar falsehoods - Associated Press,https://storage.googleapis.com/afs-prod/media/88494b7b4bf24725b9ae00ddd880a442/3000.jpeg,2020.0
88,2020-10-25,25.0,apnews.com,10.0,associated-press,Associated Press,GOP slowly gaining as early vote total surpasses 2016 - Associated Press,https://storage.googleapis.com/afs-prod/media/19469ee35d804d1db5daec94b6bb0274/3000.jpeg,2020.0
89,2020-10-28,28.0,apnews.com,10.0,associated-press,Associated Press,"Justices deny fast, new look at Pennsylvania ballot deadline - The Associated Press",https://storage.googleapis.com/afs-prod/media/18f1020b1ed149d09ad94b7cce70e57e/3000.jpeg,2020.0
90,2020-10-23,23.0,apnews.com,10.0,associated-press,Associated Press,"Nebraska, Maine could play pivotal role in presidential race - Associated Press",https://storage.googleapis.com/afs-prod/media/cc4f5bb8630d48729805a24746a2bd5b/3000.jpeg,2020.0
91,2020-10-28,28.0,apnews.com,10.0,associated-press,Associated Press,Europe and US facing new round of shutdowns amid virus surge - Associated Press,https://storage.googleapis.com/afs-prod/media/faca66555b1d44d2b87647a9588c5041/3000.jpeg,2020.0
92,2020-10-26,26.0,apnews.com,10.0,associated-press,Associated Press,El Paso imposes curfew as virus cases overwhelm hospitals - Associated Press,https://apnews.com/images/ShareLogo2.png,2020.0
93,2020-10-28,28.0,apnews.com,10.0,associated-press,Associated Press,Florida man charged with changing governor's voting address - Associated Press,https://storage.googleapis.com/afs-prod/media/e35653a4bb25496e85029648a2b3880a/3000.jpeg,2020.0
94,2020-10-28,28.0,apnews.com,10.0,associated-press,Associated Press,The Latest: South Dakota sees record virus hospitalizations - The Associated Press,https://storage.googleapis.com/afs-prod/media/b01e4c196cf641f68a8bb5d7275907e2/3000.jpeg,2020.0
95,2020-10-24,24.0,apnews.com,10.0,associated-press,Associated Press,UN: Nuclear weapons ban treaty to enter into force - The Associated Press,https://storage.googleapis.com/afs-prod/media/e27c5e3b6db0445fa66a58d7e9e6c15e/3000.jpeg,2020.0
96,2020-10-22,22.0,apnews.com,10.0,associated-press,Associated Press,US officials link Iran to emails meant to intimidate voters - Associated Press,https://storage.googleapis.com/afs-prod/media/23da2a49f5f647ffbaa3a92a937a6275/3000.jpeg,2020.0
97,2020-10-25,25.0,apnews.com,10.0,associated-press,Associated Press,The Latest: Meadows says 'we're not going to control' virus - The Associated Press,https://storage.googleapis.com/afs-prod/media/45f70abbb5864ab7b634bc92d7a04c0f/3000.jpeg,2020.0
98,2020-10-25,25.0,apnews.com,10.0,associated-press,Associated Press,Murkowski's nod gives Barrett extra boost for Supreme Court - Associated Press,https://storage.googleapis.com/afs-prod/media/f9ad2a409971488aa64b52c33ae4578d/3000.jpeg,2020.0
99,2020-10-27,27.0,apnews.com,10.0,associated-press,Associated Press,Supreme Court ruling spurs Wisconsin to get early votes in - The Associated Press,https://storage.googleapis.com/afs-prod/media/14663faba3654d1ea9d166d0120c5f3a/3000.jpeg,2020.0
100,2020-10-23,23.0,www.axios.com,10.0,axios,Axios,"Finally, a real debate",https://images.axios.com/azF_AD_rZgvTZLRla_pZWAQj5qY=/fit-in/1366x1366/2020/10/23/1603421786560.jpg,2020.0
101,2020-10-25,25.0,www.axios.com,10.0,axios,Axios,Where Trump and his inner circle plan to spend election night,https://images.axios.com/eSArO2aspm3M0ONX5hC55eMO5Rw=/fit-in/1366x1366/2020/10/25/1603658439991.jpg,2020.0
102,2020-10-24,24.0,www.axios.com,10.0,axios,Axios,"SurveyMonkey poll: Trump improves, but not enough",https://images.axios.com/PND2sLTIlmEDIc44Hd2a_zTGBnA=/fit-in/1366x1366/2020/10/24/1603499977134.jpg,2020.0
103,2020-10-23,23.0,www.axios.com,10.0,axios,Axios,Trump removes Sudan from state sponsors of terrorism list,https://images.axios.com/wJc8Rsv5Dmzonmjp1jz-yP-2TJw=/fit-in/1366x1366/2020/10/23/1603462082689.jpg,2020.0
104,2020-10-28,28.0,www.axios.com,10.0,axios,Axios,Trump's campaign website hacked,https://images.axios.com/bLwUDgUKvHwqiALfgHt2KRjm15A=/fit-in/1366x1366/2020/10/28/1603846682947.png,2020.0
105,2020-10-26,26.0,www.axios.com,10.0,axios,Axios,Trump doesn't have a second-term economic plan,https://images.axios.com/GTd125vw5ouHvfHsaItRf54s61U=/fit-in/1366x1366/2020/10/25/1603643554871.jpg,2020.0
106,2020-10-23,23.0,www.axios.com,10.0,axios,Axios,Israel and Sudan begin normalization process after call with Trump,https://images.axios.com/3XCGUE-1tSubcbsR3ToHYIz09Ug=/fit-in/1366x1366/2020/10/23/1603469126016.jpg,2020.0
107,2020-10-22,22.0,www.axios.com,10.0,axios,Axios,"Trump releases unedited ""60 Minutes"" interview days early",https://images.axios.com/3mAHkdRbxdwcCXVmK2DT2nF7u2s=/fit-in/1366x1366/2020/10/22/1603382610091.png,2020.0
108,2020-10-27,27.0,www.axios.com,10.0,axios,Axios,"Obama: Trump is ""jealous of COVID's media coverage""",https://images.axios.com/KH4nvan85PmggWUNCXCDNy7gYZM=/fit-in/1366x1366/2020/10/27/1603820283022.png,2020.0
109,2020-10-27,27.0,www.axios.com,10.0,axios,Axios,"Trump, Biden strategies revealed in final ad push",https://images.axios.com/cN-yLtnceN7L3Inj9JGJrMutZHA=/fit-in/1366x1366/2020/10/26/1603742608611.png,2020.0
110,2020-10-25,25.0,www.axios.com,10.0,axios,Axios,"Trump plans to fire heads of FBI, CIA and Pentagon if he wins re-election",https://images.axios.com/MoQigWI8M9rpLGDLa97_N8nh_9k=/fit-in/1366x1366/2020/10/25/1603661705024.jpg,2020.0
111,2020-10-22,22.0,www.axios.com,10.0,axios,Axios,Trump plans to address Joe Biden as “the big guy” in effort to dramatize Hunter Biden emails,https://images.axios.com/w8ypgYg8Tj853XqE1CiKH1fPcEM=/fit-in/1366x1366/2020/10/22/1603403165911.jpg,2020.0
112,2020-10-23,23.0,www.axios.com,10.0,axios,Axios,"""This guy"": Trump-Biden personal venom was on full display during final debate",https://images.axios.com/7GCS_8_E4Syu7wCQPph6c4YfKUc=/fit-in/1366x1366/2020/10/23/1603450329553.jpg,2020.0
113,2020-10-22,22.0,www.axios.com,10.0,axios,Axios,Moderator Kristen Welker will not control mics during final presidential debate,https://images.axios.com/qq-Pp9JhT2-a4gXLdFCxdHq8nII=/fit-in/1366x1366/2020/10/22/1603384903140.jpg,2020.0
114,2020-10-28,28.0,www.axios.com,10.0,axios,Axios,"""Anonymous"" senior Trump official revealed as ex-DHS chief of staff Miles Taylor",https://images.axios.com/9omRpk8NHD6gE9wcrucam2KBHRE=/fit-in/1366x1366/2020/10/28/1603913301913.png,2020.0
115,2020-10-28,28.0,www.axios.com,10.0,axios,Axios,The GOP's monstrous math problem,https://images.axios.com/Pn84tMWakXU7rRhhHs8YEXPex4w=/fit-in/1366x1366/2020/10/28/1603878804776.jpg,2020.0
116,2020-10-26,26.0,www.axios.com,10.0,axios,Axios,How Trump’s energy endgame could go,https://images.axios.com/QZ25waYmRtrMLAtC8c4512_dt8A=/fit-in/1366x1366/2020/10/23/1603473951126.jpg,2020.0
117,2020-10-27,27.0,www.axios.com,10.0,axios,Axios,Federal judge blocks DOJ from defending Trump in Carroll rape defamation case,https://images.axios.com/_nejI4VS2FGkoK6ysvfWZm1mfxI=/fit-in/1366x1366/2020/10/27/1603806146548.jpg,2020.0
118,2020-10-25,25.0,www.axios.com,10.0,axios,Axios,The missed opportunities for 2020 and beyond,https://images.axios.com/8k8td1SK9dDCWCTzGURQQ43qhwo=/fit-in/1366x1366/2020/10/22/1603374253435.jpg,2020.0
119,2020-10-27,27.0,www.axios.com,10.0,axios,Axios,Ted Cruz doesn't think the Hunter Biden attacks are working,https://images.axios.com/HV_WySBrg955r3_SPFsBCGNpuck=/fit-in/1366x1366/2020/10/27/1603769873413.png,2020.0
